Question,Count,Answered,Rating
what is the toefl code,1,true,
what is mailing address for a donation,1,true,
i cant access my account,4,true,
i cant unlock account,1,true,bad
i need my transcripts either mailed or emailed directly to my employer for a teaching certification,1,true,
tax exempt form,1,true,
is early action nonbinding,1,true,
what are the benefits early action,1,true,good
i am having issues with signin,1,true,
admission into graduate program,1,true,
cyber security,2,true,
make an appointment with my advisor,3,true,
how to checkout books,1,false,
how to borrow books from library,1,true,
do you have the interior design program,1,true,good
how do i get a copy of my graduation,1,true,
im an international student and im interested to know the process for a graduate degree mba and also the fees thanks,1,false,
what is the weather like there,1,false,
how do i get wifi on campus,1,true,
what is the guest login for compters,1,true,
what if dont stay on campus,1,true,
how do i access my admissions porta,1,true,
i have been accepted for spring 2024 phd program but i have to defer my admission to fall 2024 what should i do,1,true,
how much is yearly tuition,1,true,
what is my temporary pin,3,false,
spring semester dates,1,true,
human resources,5,true,
school code,3,true,
university events,2,true,
univeristy events email,1,false,
where is the event calendar,1,true,
law school events calendar,1,true,
how do i find my temporary pin,3,true,
how many months are in one semester,1,false,
call phyllis conn,1,true,
hi im an alumni,1,true,
request transcript as alumni,1,true,
call financial aid,1,true,
online programs,1,true,
how much tuition fees for undergraduate of an internation student,1,true,
i am looking to seek my x id number,1,true,bad
i graduated in 1981 and need a copy of my degree,1,true,
how do i get mine,2,true,
i need help to register for next semester,1,true,
career pathway for criminology,1,true,good
minor course for criminology,1,true,
how do i access my application for undergrad,1,true,
where do i send my official transcript to for the mba program,1,true,
where do i send my official transcript to graduate program,1,true,
how much is tuition per semester,1,true,
how much is tuition per semester for undergraduate,1,true,
please you help me,1,true,
you send me number whatsapp use,1,false,
tell me about st johns program for sports management,1,true,good
it still isnt allowing me to log on,1,true,bad
what undergraduate courses are there for sports management,1,true,
i meant early action,1,true,bad
what is the high school gpa requirement to attend st johns,1,true,bad
undergraduate gpa requirements,1,true,
i want to change my test required to test optional,1,true,good
admission application,1,false,
if i want to enroll for the september intake when does the applications close for it,1,true,
public safety number,5,true,
good evening my name is blake blackwell,7,false,
i am interested in business,1,true,
may 11 2024,1,true,
bachelor of science of undergraduate students,1,true,
in the winter,2,true,
mens basketball,3,true,
i would to request my official transcripts,1,true,
oh okay,3,true,
yes i want to apply for scholarships,2,true,
the graduation ceremony going to be virtual or in person,1,true,
ap scores,2,true,
how soon can you get your mba,1,true,
how much time is 3 semesters,1,false,
how many classes is in 1 semester,1,true,
can i finish my mba in 1 year,1,true,
how do i log into the portal,1,true,
does this university of occupational therapy,1,true,
i want to know about master in clinical psychology program,1,true,
how much is tution for nursing,1,true,
is this per year or semester,1,true,
what scholarships are there for international,1,true,
reference person,1,false,
paramedic program,1,true,
bachelor courses in this university,1,true,good
how many subject is in bachelor,1,true,good
how many time needs to get bachelor degree,1,true,
the cost of undergraduate degree,1,false,
where can i find the housing portal,1,true,
transfer student from nassau community college to st johns university,1,true,
yes i want to apply for scholarship,2,true,
i will be graduating in may 19 2024 in the spring,1,true,
when does the winter session start,1,true,
is there any scholarship option for international students,1,true,
is the winter and spring classes going to be remotely or face to face,1,false,
do you have after school activities,3,true,
do you have housing on campus if people can make it,1,true,
what are the housing options for international students,1,true,
is any specific requirements for international studnets from nepal,1,true,
is true,1,true,
is room and board fees in addition to tuition or is it included in the tuition,1,true,
yes i am applying for scholarship,2,true,
january 3 2024,2,true,
it is going to be remotely or face to face,1,false,
is the spring classes start january 17 2024,1,true,
can i do remote classes both winter and spring,1,false,
when does the graduation ceremony for class of 2024 will take place,1,true,
what day graduation falls on,1,true,
can i request a name change on my diploma,1,true,good
i forgot my email,1,true,
how to create an account,2,true,bad
signing in is asking for temporary pin but i dont know that,1,false,
i dont know temporary id,1,true,
okta new device,1,true,bad
where is the qr code to be scanned,1,true,
reserve a room,1,false,
reserving a room,1,false,
reserve,1,false,
i cannot login into my university email from mobile phone,1,true,
i received my daughters acceptance but no information on total cost,1,false,
hi i need to get into my st johns email,1,true,
i want to apply to graduate school,1,true,
when is the deadline for fall 2024 for a psyd,1,true,
can i join on january,1,true,
i am an future international student,1,true,
can i get scholarships,1,true,
do you have scholarships for international students,1,true,
is dangelo center open tomorrow,1,false,
when does the srping semester start,1,true,
cost of graduate tuition per credit hour,1,true,
i want to know about physician assistance program,1,true,
what are the majors here,1,true,good
does this school have boarding options,1,true,good
i want to know about the application deadline of phd program in english literature,1,true,
requirements for phd in english literature,1,true,
forgot passowrd,1,true,
whas the tuition fee of ms in computer science,1,true,
is there pre med track,1,true,
pre med track,1,false,
pre medicine students,1,true,
does st johns provide need based aid to international student,1,true,
is there any scholarship for international student,1,true,
i need undergrad,1,true,
autism workshop,7,true,
i am a international student interested in study,1,true,
what are the steps to be taken when applying as a international student to st johns,1,true,
who can i contact to request my diploma be mailed to my address,1,true,good
nothing,4,true,
what is the due date for applications,1,true,
how do i sign in to my student portal,1,true,
finals schedule,5,true,bad
what is the finals week schedule,1,true,
is this also a highschool,1,true,
how do i cancel a payment,1,true,bad
how do i change my room for second semester,1,true,
when can i request a room change spring 2024,1,true,
reset password email,1,true,
academics calander,1,true,
do you have marine biology,1,true,
phone number for tuition,1,true,
phone number for bursar office,1,true,
i want to ask if there is a dentistry in your university,1,true,
what is the cost for dentistry in your university,1,false,
what is the university number,1,true,
i need to cancel an upcoming tour,1,false,
i cannot signon,1,true,
how do i find information on health insurance,1,true,bad
what are the requirements for your bsdo program,1,true,
how to transfer in,1,true,
id like to speak about applications,1,true,
mail room,2,true,
mailroom phone number,4,true,
for technology issues who can i send email to,1,false,
to whom can i send an email if i am having issues with my account,1,true,
is this a valid email,1,false,
how much time do they take to respond,1,false,
academic finals schedule,1,true,
guide me to the directory,1,false,
please get me a live rep,2,false,
who do i adress a check to pay tuition,1,true,
i have a question about if you guys accept penn foster diplomas,1,true,
can i speak to a live representative,1,false,
can i still apply for spring 2024,1,true,
is there any restrictions,1,false,
i am looking to inquire to register for winter classes during this winter session,1,true,
architecture program,1,false,
check transfer status,1,false,
my name is sujath let me know how much cost for the mba programme in the st johns university thanks,1,true,
work,2,true,
student employment,4,true,
how can i tell if i have been accepted or not,1,true,
how do i change my address,1,true,
where do i contact the office of internal student and scholar services,1,true,
when do classes begin in the spring 2024 semester,1,true,
add money to storm card,1,true,
how to print in library,1,true,
final exam schedule,3,true,
application status,7,true,
question about invoice,1,false,
re apply as a transfer student,1,true,
looking for rn course,1,true,
fees for registered nurse program,1,true,
what are the criteria for admission to rn program,1,true,
when is your open house,1,true,
where is the counseling office,1,false,
summer classes for 2023 registration,1,true,
ged classes,1,false,
does online classes at st johns mean theyre asynchronous,1,true,
i am from hicksville ny 11801 in long island in nassau county,6,true,
yes i will make decision for scholarships too,1,true,
i am interested in majoring in business,1,true,
undecided peter j tobin college of business,4,true,
undergraduate programs,2,true,
i have a question about winter and spring classes,1,true,
graduating class of 2024,1,true,
who do i speak with about health insurance for our student,1,true,
how to get a parking pass,2,true,
how to get a commuter parking pass,1,true,
looking for a class,1,false,
e to order a transcript,1,true,
john,1,true,good
parttime tuition,1,true,
tuition costs for parttime students,1,false,
are freshman allowed a car on campus,1,true,
forgot my password,3,true,
are you a robot,1,true,
can i get a human,1,true,
how do i enroll in the payment plan,1,true,
will like a tour of the school,1,true,
scedule a tour,1,true,
how do i prepare my schedule,1,true,
what are things i should bring to campus,1,true,
how do i see what major i chose,1,true,
cant log in to uis,1,true,
oh thank you,2,true,
looking to replace my diploma,1,true,
where is department of public safety,1,true,
i need to contact the registrars office i believe there is an error on my transcript from years ago,1,true,
advisement office,1,true,
hi need to request my official transcript,1,true,
what is the school about,1,true,good
what are some of the majors,1,true,
my name is misspelled on my transcript,1,false,
help woth transcripts,1,true,bad
records,1,false,
is residency required,1,true,
do undergraduate students need to dorm,1,true,
what are the requirements needed for this college,1,true,
is it a wheelchair accessible,1,true,good
what are the credits needed,1,true,good
does having a ged accepted,1,true,
are you able to transfer to another college,1,true,
do you have graduate degrees,1,true,
i tried these procedures but i could not sign in,1,true,
i need to login,1,true,
i want a tour of the school,1,true,
how do you like st johns university,1,true,
title ix coordinator,1,true,
its not letting me log into my st johns account,1,true,
how do i chose my classes,2,false,
what is wrong with my financial aid,1,false,
may i speak with someone from the undergraduate admissions office please,1,true,
hi how can i transfer my high school collage credits i got from st johns to my current collage at farmingdale,1,true,
how do i transfer the credits from st johns,1,true,
high school collage credits transfer,1,true,bad
how to transfer collage credits i got for highs cool to my current collage in farmingdle,1,true,
where do i submit the independent student verification worksheet,1,true,
storm card lost,1,true,
can you tell me you having a open house any time soon,1,false,
how do i know what required courses i need to register for,1,true,
when will i get my admission results,1,true,
how do i change my ssn,2,true,
what if i cant go in person,1,true,
what is the number for the office is student financial services,1,true,
library links,1,true,
peer reviewed resources,1,false,
how do i find my priority registration number,1,true,
how do i find my priority registration number if its november 29,1,true,
how can i choose my classes,1,true,
ive applied through common app and when i try to access the online status portal i see that it says my email is invalid,1,false,
how can i check portal ststus,1,true,bad
hello i was wondering when fall 2024 students will start hearing back about application statuss,1,true,
how to sign on to email,1,true,
i need my official transcript sent to another college,1,true,
need my official transcripts,1,true,
what is the resident life email address,1,true,
who can i contact from res life,1,true,
so i wonder which score necessery,1,true,
how about ielts,1,true,bad
admission requirements for the risk management in insurance,1,false,
how can im admitted for risk management in insurance,1,true,
which test is available,1,true,
having problems with dorm who do i speak with,1,true,
hi is the application process to the phd in clinical psychology program completely online,1,true,bad
where is the campus locared,1,true,
how big are the classrooms,1,false,
is there a virtual tour of st johns,1,true,
what is the tution,1,true,
winter classes,1,true,
what is deans list,1,true,
i am interested in undecided peter j tobin college of business,1,true,
what time does graduation starts,2,true,
do you have activities in the school,1,true,
zoom,2,true,
are you going to do the graduation virtually or in person,1,true,
do you have spring classes too remotely,1,false,
if covid starts spread will the graduation this year will take place virtually,1,false,
i can not access word,1,false,
yearbook,1,false,
yearbook picture,1,true,
request a copy of diploma,1,true,
whats the financial offices number,1,true,
how can i receive an application fee waiver,1,true,
i ma using the common app,1,true,
how do i access my financial aid,1,true,
do you have a pharmacy technician program,1,true,
do u have a criminal justice program,1,true,
recommended hotels,1,true,
cost per credit,1,true,
how much would it cost to stay on campus during winter break,1,false,
parent looking to log in to pay bill,1,false,
when is the last day of classes this semester,1,true,
nutrition course,1,false,
winter check out,1,true,
when do the students go on christmas break,1,true,
i cant find where the temporary pin is located in my email,1,false,
undergrad applications,1,true,
how can i see if my application is submitted,1,true,
i am locked out of the account,1,false,
when is the transfer application deadline,1,true,
where is the iss office,1,true,
i am trying to log in to my portal i have my email and password but okta is not working,1,true,
my okta account is not working,1,true,
i was wondering if i could send recommendation letters after applying,1,true,
can i send in letter of recommendation at any time,1,false,
where should i email to,1,false,
where is the academic calendar for fall 2023,1,true,
events,3,true,
can you provide me with an email address for the university,1,false,
i need to write a check to pay my admission fee to whom should i write it to,1,true,good
i am looking to find out information on a masters program for school psychology,1,true,
when are application deadlines,1,true,
for graduate programs,1,false,
done thanks,1,true,
what is the early action deadline,1,true,
how much is undergraduate tuition,2,true,
what about for an out of state student,1,true,
esl office,1,true,
hi are there any mental health services for students,1,true,
whats the ccc,1,true,
graduate assistanship,1,true,
i received a email about a update for my admission status but i do not have a temporary pin to log in,1,false,
can i see course syllabus,1,true,
can i see course syllabus without registering for the course,1,true,
how do i find the public syllabus,1,true,
what is the address of stjohns,1,true,
library book,1,false,
access financial aid award,1,true,
where can i find my username,2,true,
i would like to post an internship,1,true,
mailroom hours,4,true,
i want to pay bill,1,true,
hello i was just wondering if you give any full tuition merit scholarships,1,true,
what mailing address should i use for deliveries,3,true,
no way im johnny too,1,true,
library hours,4,true,
how do i apply to your law school,1,true,
can i apply to your law school if im an undergraduate,1,true,
thank you dear,2,true,
if i applied to this college when will i find out if i got accepted or not,1,true,
course offering st johns,1,true,
hello dear,1,true,
i do not have duolingo test so how to support it,1,false,
st johns university here where are you get now,1,false,
the phone currntly not available,1,false,
how can i log into my email of stjohns,1,true,
how can i find uis,1,true,
ho,2,false,
i was offered but have not accepted i would like to get info about touring the queens campus,1,true,
tours,6,true,
guest wifi,1,true,
i need to verify okta,1,true,
how much possibility to get any sort of financial aid,1,true,
i recently got my f4 visa can i be treated as domestic applicant,1,true,
when is teh next home basketball game,1,true,good
womens basketball,3,true,
can i study masters in real estate,1,true,
ms real estate,1,false,
guest wifi access,1,true,
info about school,1,true,
where can i get my temporary pin,1,false,
is there someone i can email,1,false,
when is finals,1,true,
how do i check my application decision,1,true,
duration of a leave,1,true,
how many semester an undergraduate can take a leave,1,true,
how does readmisson works,1,true,
diversity,1,true,
do you have any open houses coming up,1,true,
do you have any open house in december,1,false,
is there any way for me to get more scholarships than what was included in my admissions decision,1,false,
is there a dress code on campus,1,true,
how much is my tuition,1,true,
how to find online study program,1,true,
is the campus store open on the weekends,1,true,
how do i find out if i am accepted or not,1,true,
i applied for an early action,1,false,
forgot my id,1,true,
dining hall lunch hours,1,true,
i need help right now to get in contact with her,1,true,
do i have to be vaccinated to attend on campus,1,true,
how can i submit my immunization form,1,true,
cancas,1,true,
how much does the dorm room cost,1,true,
how do i sign into a laptop i borrowed on campus,1,true,
looking for course training in the needs of student with special needs,1,true,
where is the spring calendar,1,true,
schedule clep exam,1,true,
when do i find out who my roommate is,1,true,
registrar office email,1,true,
how can i post a job for a student,1,true,
for undergraduate in pharmacybachelors degree,1,false,
how can i download my immunization form,2,true,
what do i do if i am unable to download my immunization form,1,false,
i want to join for msc in pharmacology,1,false,
how old are you,7,true,bad
what year were you created,1,false,
tell me facts about this university,1,true,
tell me fun facts about this university,1,true,
what programs are there,1,true,
do you have a criminal justice program,1,true,good
when was this university built,1,true,
what is you universitys heritiage,1,true,
how many buildings yall got,1,true,
whats the adress,1,true,
who could i contact,1,true,
why should i go here,1,true,
give me reasons to go here,1,true,
do u guys have any sports,1,false,
do you guys do any sports,1,true,
what kind of sports are there in this college,1,true,good
hmmmmm,1,false,
where is student financial services located phone number,1,true,
do you accept also students who are undocumented,1,true,
how much does it cost to attend with fees and books,1,true,
so what is the cost,1,false,
alumni relations,3,true,
where do i put inthe pin,1,true,
alumni relations phone number,2,true,
where can i put down my housing deposit,1,true,
where is the it department,1,true,
hi i was wondering if you guys offered a interior design major,1,true,
do you offer an interior design major,1,false,
do you offer an education major,1,true,
i dont remember my pin,1,true,
what does the process for a transfer student look like in terms of applying for spring 2024,1,true,
do you have a bookkeeping class,1,false,
where is transfer admissions,1,true,
i graduated in 2011 and 2012 and need my transcripts mailed i do not know or remember my log in,1,false,
printer access,1,true,
how to print,3,true,
how do i get my official transcripts mailed to me,1,true,
i need actual copies sent to me sealed,1,false,
do you guys have child education,1,true,
how many campuses are there,3,false,
bursars office,4,true,
bursars office address,1,true,
tuition payments,1,false,
i was never sent my diploma why,1,false,
how do i get my diploma,1,true,
as a freshman do i have to live on campus,1,true,
is it required that freshman undergraduate students live on campus for the first year,1,true,good
how do i change my preferred campus if im already accepted to one,1,true,
readmit,4,true,
my st johns login,1,true,
5 year program,2,true,
where are you,1,true,
where is this university,2,true,
are there any december 2023 open house or campus tour,1,true,
hi where do i find email,1,false,
faculty handbook,1,true,
is there a faculty handbook pdf,1,false,
link seems to be broken,1,false,
where do i pay the bill online,1,true,good
where can i find if i got accepted into undergraduate admissions,1,true,
bachelor of science,4,true,
i want to access my financial aid package,1,true,
when is dead line for application,1,true,
do you have any reasearch on technology,1,false,
need to check my application status,1,true,
i dont know my uis,1,true,bad
username or passowrd,1,true,
i cant sign into my undergraduate account because the pin wont work,1,true,
how do i request a transcript from 2018,1,true,
what about the undergraduate programs,1,true,
what is the gpa requirement for applying to st johns as an undergrad,1,true,
can i study here please,1,true,
what about french diplomas,1,true,
how many campus are there,1,true,
i forget my password to my uis,1,true,
i got accepted with an undeclared major but i would like to declare a major how would i do that,1,true,
what classes can i take,1,true,
if i applied early admissions when do i find out if i got accepted,1,true,
what is admissions email,1,true,
how do i apply for catholic scholars program,1,true,
need access to oracle,1,false,
do i need sats,1,true,
when are grades due,1,true,
academic calemdar,1,true,
how much is the tuition,8,true,
how much is the school of nursing,1,true,
apparel,1,false,
buy apparel,1,true,
hi my name is blake blackwell,15,false,
yes i will like to apply for scholarship,3,true,
i am majoring in undecided,1,true,
is part of st johns,1,true,
and also for diploma,1,true,
during graduation,1,true,
how to update phone number for sms authentication,1,true,
sign on portal,2,true,
admissions portal,5,true,
how do i acess portal,1,false,
admission portal link,1,false,
let me in,1,false,
parent of current student,1,false,
i need to pay spring tuition,1,true,
when is the last day of classes,1,true,
spring 2024 semester start and finish,1,true,
where can i see how many dining dollars i have,1,true,
official transcript,6,true,
need 1098 t for 2022,1,false,
i need 1098t for 2022,1,false,
finance major,1,true,
when does early action responses come out,1,false,
where in the uis,1,true,
do you have a physicians assistant program,1,true,
what about undergrad,1,true,
cost per credit for international students,1,true,
hi when was early decision deadline,1,true,
when is the deadline to apply for the the nursing program,1,true,
are there any early childhood education courses,1,true,
does st johns provide masters of social work and law,1,true,
why st johns,1,true,
need to speak to a dean do not know the number,1,false,
what can we study in this school,1,true,
where will i find the pay schedules,1,true,
where on the website will i find the 2024 biweekly and semimonthly pay schedules,1,true,
you can find the pay schedules on the payroll and hris web page where on the website will i find the 2024 biweekly and semimonthly pay schedules,1,false,
can you send the link,2,true,
final schedule,3,true,
how can i login,3,true,
adding money to meal plan,1,true,good
how do i send application,1,false,
add funds to storm card,1,true,
want to make an appointment with my counselor,1,true,
meal exchange periods,1,true,
yerrrr,1,false,
how do i get rid of mice,1,false,
workshops for new york state teacher certification,1,false,
og in,2,true,
do i have to submit my financial statement with application,1,true,
do i have to submit my financial statement for i 20 during my application,1,true,
can i submit my financial statement after admission,1,false,
can my application be accepted without financial statement,1,true,
can my graduate application be accepted without financial statement,1,false,
what are the required documents to finish my application,1,true,
does st johns have a architecture major,1,true,
okta code verify app,1,true,
where do i mail tuition payment,1,true,good
i want to speak with undergraduate admissions,1,true,
how to log in,7,true,
how much is graduate tuition fee for international students,1,true,
how do i log on,1,true,
i would like to speak with a human,1,false,
how do i request transcript,1,true,
do you have good medical programs,1,true,
what if i want to become an anesthesiologist,1,true,bad
sonography degree,1,false,
pay bill,11,true,
how much is yearly tuition fees,1,true,
how much is tuition fee,1,true,
do u guys have sociology programs,1,true,
merit based scholarship,1,true,
how much is tuition for one semster,1,true,
how to get a college transcript,1,true,
what should my gpa be,1,true,
what is the gpa requirement to get accepted,1,true,
how do you apply,1,true,
i need to make an appointment with my advisor,1,true,
database library,1,true,
hii,2,true,
proquest,2,false,
degreeworks,4,true,
can you take a tv to your dorm,1,false,
mascot,2,true,
me,1,false,
pharmac,1,true,
i am a senior in college,13,true,
i have a question about graduation requirements,1,true,
graduation is on may 19 2024,1,true,
is graduation going to be virtual or in person,1,true,
will the spring classes be remotely,1,false,
can we have the spring classes remotely,1,false,
i want to know masters addimission in cse,1,true,
can i take admission without gre,1,true,bad
is there any chance to get admission without gre,1,true,
give me this program link,1,true,
where i find this program,1,true,
student email log in,1,true,
i am from hicksville ny 11801 in long island nassau county,1,true,
the spring semester starts january 17 2024,1,true,
what animal are you,1,false,
what is the school mascot,1,true,
who do i get in contact with about caps and gowns for graduation,1,true,bad
how can i get a copy of my st johns transcripts,1,true,
do you have a course for radiology sonography,1,false,
radiology,3,true,
do you guys have dorms,1,true,
do you have mathematics in phd,1,false,
mathematics phd,1,true,
note i graduated in 2010,1,true,
can i take a picture of my immunization form and submit it like that,1,false,
request payment information,1,true,bad
pcf form,1,true,
how can i submit my immunization paper,1,true,bad
military liaison,1,false,
live chat admissions,1,true,
live agent financial aid,1,false,
when is the deadline for application submissions,1,true,
how do i transfer highschool credits,1,true,
can i get a phone number,1,true,
big interview,4,true,
fasfa id,1,true,
how do i get coellge credits from high school transfered,1,true,
how do i transfer coellge credits from high school,1,true,
cant get into my ius accouny,1,false,
cannot log in to ius account,1,false,
it is still not working,1,true,
it is saying sign on failed,1,true,
what is password,1,true,
where is my storm card id,1,true,
how can i find big interview,1,true,
does st johns has forensic science major,1,true,
what majors are available at st johns university,5,true,
what is the full tuition for a masters in library information sciences,1,true,
how much is the tuition cost for that program,1,true,
are scholarships available for international hospitality management masters,1,true,
hope you are well,1,true,
i am jaman from bangladesh,1,true,
i want to discuss about admission in ms data science,1,true,
can i get admission in data science masters program,1,true,
ms in data science,1,true,
what does crn mean,3,false,
help with background check,1,false,
international transcript evaluation email address,1,true,good
how do i retrieve my student id number and log in information,1,false,
how to i lonin to my student account,1,true,
transfer applications,1,true,
where are you guys located,2,false,
im a parent,3,false,
transfer student appointment with admissions,1,true,
i am not a student yet i would like to schedule an appointment to talk about my options as a potential transfer,1,true,bad
admissions appointment,1,true,
computer locked,1,false,
housing office phone number,1,true,
i am applying for undergraduate,1,true,
american sign language,1,false,
what is address,1,false,
what the dorm system like,1,false,
bye,6,true,
what is my student email,3,true,
what is my student email number,1,true,bad
how can i avoid the fee for the tuition payment,1,true,
what are the ach payment instuctions,1,true,
for masters,1,false,
gpa for masters,1,true,
when do i take graduation pictures,1,false,
senior pictures,1,false,
graduation,6,true,
graduate graduation,1,false,
graduatelevel commencement,1,true,
help for financial aid,1,true,
when can i call the financial aid offic,1,false,
can i call financial aid services on a saturday,1,false,
when is financial aid services live chat available,1,true,
i dont know my temporary pin,1,true,
how do i log in to see my application status,1,true,
what is everything i need to complete before choosing my classes,1,false,
how can i check my account,1,true,
how can i access my immunization forms,1,true,
what do i do if i missed my housing appointment,1,true,
database,1,false,
resources,1,true,
parking,8,true,
overnight parking,2,true,
what do i do if i miss the deadline,1,true,
how can i make an advisory appointment,1,true,
how can i make an appointment with my dean,3,true,
i need to unlock my access to the library,1,false,
how do i log i,1,true,
how do i submit my immunization forms,2,true,
what is st johns mission,1,true,
how do i submit my immunization form,2,true,
please when should i expect reply for my application,1,true,
i have submitted application for graduate spring program when should i expect the reply,1,true,
how do i see my total cost for the semester,1,false,
how can i access my financial aid,3,true,
how do i access my immunization form,1,true,
how to i access my immunization form,1,true,
when are you closing for the christmas holiday,1,true,
what about the students,1,true,
when are the students finishing their semester exams this year,1,true,
for year 2023,1,true,
nth,1,true,
deposit,5,true,
tuition for international students,2,true,
no thanks,6,true,
can you receive my transcript in spanish,1,false,
how do i join clubs,2,true,bad
club,1,false,
how can i sign up for my spring term classes,1,false,
how can i chose my classes,1,true,
good afternoon im a st johns alumnus and im looking to apply to st johns grad program how can i receive a copy of my transcript or can they look it up,1,true,
is there a deadline to apply for the spring semester for grad school,1,true,
do these count as college credits,1,true,
how do i get to my applicant portal,1,true,
what time does the school gym close,1,true,bad
where is the school gym,1,false,
how do i pay tuition,2,true,
where can i find my admission portal,1,true,good
application status portal,29,true,
how do i meet with my advisor,1,true,bad
i would like to purchase a school logo sweatshirt,1,true,
adobe log in information,1,false,
i am a current student and have question about my finanicial aid award,1,false,
the big interview,6,true,
where can i find information on my scholarship,1,false,
alright thank you and i sent them a message,1,true,good
website for the student store,1,false,
i would like to know the prices for living on campus,1,true,
if i have a 1215pm140pm when will the final exam be held,1,true,
can a professor change the date of the pre determined final examination,1,true,
i have a monday through thursday 1215 to 140 when is my final exam,1,true,
phd in pharmaceutical sciences program,1,true,
the cost of studying and what are the admission requirements,1,true,
they arent responding,1,false,
what is the number of the admission time,1,true,
billing questions,3,true,
billing,2,true,
when are spring 2024 bills due,1,true,good
does the school offer labtop to be borrowed by students for classes,1,true,
where do i go on campus to borrow a labtop for the semester,1,true,
how much is the tution fee,1,true,
what study abroad programs are there,1,true,
whats the address of the rome campus,1,true,
study abroad for biology,1,false,
what study abroad programs do you have,1,true,
im interested in study abroad,1,true,
can i study abroad my first year,1,true,
i would like to speak with a live chat,1,true,
what are the payment schedules for the next semester,1,true,
how about for the winter semester 2024,1,true,
what are the payment plans,1,true,
how to withdraw from the school,1,true,
what is the deans email,2,false,
scholarships to apply for,1,true,
where do i go to obtain my x number,1,true,
can i still aplly for spring 2024,1,true,
admission requiremen,1,true,
speech,1,true,
i want to call someone,1,false,
can you direct me to whom or dept to pay tuition,1,true,
do i take exams on campus,1,true,good
if my enrollment is not paid on time can i still save my classes,1,true,
how do i access my immunization forms,7,true,
what is per credit,1,false,
tuition and financial aid,1,true,
what is the ccps,1,true,
where is it located at,1,true,
where she is located at,1,true,
what is a failing grade,1,false,
how do i get a copy of my transcript from my summer class,1,true,
gpa for deans list,1,true,
how do i withdraw from the school,1,true,
who is the dean,3,false,
i dont have my priority number,1,true,
whats his email,1,true,
what is the dean of the schools email address,1,true,
i want to apply for a graduate program,1,true,
how are grades calculated,1,true,
can i talk to a financial aid representative,1,true,
phone number registrar,1,true,
human resources email address,1,true,bad
what are the dates for spring break in spring 2024,1,true,good
i would like apply for adjunct nursing instructor,1,true,
submit grades,1,true,bad
submit fall semester grades,1,false,
i want to check my application status,1,true,
how many year of course for undergraduate,1,true,
what would be the per year fee for undergraduate,1,true,good
please provide me the tuition fee for undergraduate,1,false,
there is no wifi on campus,1,true,
no wifi on campus,2,true,
what is the school code,4,true,
billing question,1,false,
how do we fix start date of spring semester class,1,false,
where do i find my x number,1,true,
how to request a transcript from when i attended in 1985,1,true,
my transcript is being held because i owe money i cannot figure out how to pay the fee i have looked everywhere and googled everything,1,false,
spring academic calendar,1,true,
queens campus spring academic calendar,1,true,
spring 2024 academic calendar for queens ny campus,1,true,bad
2024 academic calendar for queens ny campus,1,true,
freshman handbook,1,true,
student handbook,3,true,
what are the early action agreements,1,true,
how much is tuition at st johns including room board,1,true,
ceu,1,false,
where can i see my grades,2,true,
portal,8,true,
when will i hear back about readmission application,3,true,
hi financial aid for international students,1,true,
when does rolling admissions decisions come out,1,true,bad
what can i do if the wifi is acting really bad,1,false,
how do i apply for scholarships in graduate programs,1,true,
how to get merit scholarships fro graduate admissions,1,true,
talk to transfer services center,1,true,
where to apply for the additional scholarships,1,true,
if i received an id but no pin how do i access my portal,1,false,
can i sign in with just an id number,1,true,
internet outage,1,true,
there is no internet on campus,1,true,
if i submitted my sat score through common app did i have to submit it again through college board,1,false,
why is the wifi down,1,false,
public safety email,2,true,
do you have mature students that need accommodation,1,true,
course description,5,true,bad
housing registration,1,false,
i need to register for housing,1,true,
i want to get a copy of my diploma and trascripts,1,true,
the parchment website is not working,1,true,
the due date,1,true,
phone contact,1,false,
contact person,1,true,
it help phone number,1,true,
what is your css profile code,2,true,
do you have application waivers for international students,1,true,
enrollment deposit for spring 2023 graduate program,1,true,
how do i log in to my student portal,1,true,
who is director of admissions,1,true,bad
what is a unique feature of the campus,1,true,good
i graduated in may 2022 and have not received my diploma yet did you mail it to the wrong address,1,false,
how do i get a copy of my diploma,1,true,
how to add phone number,2,true,
7163410888,1,true,
send code,1,true,
how do i add my phone number to my account,1,false,
how do i configure a phone number to my account,1,true,
how many years,1,true,
radiology xray,1,false,
deans office,3,true,
what domain name do i put to sign in to outlook,1,false,
it wont let me sign into canvas,1,true,
where do i check my application status,1,true,
what if i used commonapp,1,true,
academic calader,1,true,
how much time take the pharmd program,1,true,
pharm d,2,true,
pharmacist,3,true,
time of study the pharmacist program,1,true,
what terms have,1,true,
ok im confused,1,true,
umm how are you,1,true,
what gpa do you need,1,true,
what if you have a 24 gpa,1,false,
when does fall semester start,1,true,
when does spring semester start,4,true,
what is the application deadline for the phd in curriculum and instruction in education,1,true,
how much scholarship is given out per sat score,1,true,
what is the link to see the possible scholarships i can get,1,true,
is this a catholic school,4,true,good
do you have classes fro acting,1,false,
do you have acting classes,2,false,
are there any acting classes available,1,false,
i want to apply for more scholarships,1,true,
how to apply for need based financial aid,1,true,
how to apply for need based financial aid for international students,1,true,
im a student and i dont see my course on canvas,1,true,
i cant get into my okta,1,true,bad
where can i find the okta qr code,1,true,
ly for the scholarshipwhere do i,1,true,
