Rank,Question,Bot Response,Confidence
232,are you real,"I am a virtual assistant created to help you with your questions and provide information. If there's anything you need, feel free to ask!",high
233,overnight guest form,"You can find the overnight guest registration form for St. John's University by using the Online Guest Registration Form on [UIS](https://signon.stjohns.edu/). Navigate to **Student > Student Life > Resident Students > Overnight Guest Registration** on UIS to access the form. Alternatively, you can download and log in to the [St. John's Connect](https://www.stjohns.edu/news-media/social-st-johns-university/st-johns-mobile-apps) app using your St. John's username and password, then select Resources > Residence Life > Overnight Guest Registration to register an overnight guest.",high
234,admissions contact,"The contact number for admissions at St. John's University is 718-990-1802. For questions concerning admission procedures or graduate programs, you can contact the Office of Graduate Admission at (718) 990-1601, fax (718) 990-2346, or email gradadm@stjohns.edu.",high
235,access uis,"Point to: ""new uis experience""",high
236,need help with okta verify,"To update your phone for Okta Verify, you can watch a brief video on updating your multi-factor authentication [here](https://youtu.be/hh1sR9ng_h4) or read an article [here](https://ithelp.stjohns.edu/support/solutions/articles/16000016496). To install Okta Verify on a new device, remove the existing setting and set up the new device. You can change your SignOn verification phone number via the SignOn settings option on the SignOn page near your name, but you will need to reconfirm your identity before making any changes.",high
237,i need a copy of my diploma,"If your original diploma from St. John's University is lost, stolen, or destroyed, you can order a replacement diploma. To do so, you need to file a standard application for a diploma and a notarized affidavit. Additionally, you must provide copies of two forms of identification, one of which must contain a photo, such as a passport, driver's license, social security card, or work ID. There is a $50 fee for a replacement diploma. For applications and affidavits, you can call [(718) 990-2000](tel:7189902000). Note that diplomas are only replaced for reasons of loss, destruction, change of name, or theft, and duplicate diplomas are not issued.",high
238,transcript request,"You can request a transcript from St. John's University in the following ways:

1. **Via the Web in UIS**: Current students and recent alumni with access to UIS can order transcripts online by logging into UIS, clicking on the ""Student"" tab, then ""Student Records,"" and selecting ""Request Printed/Official Transcript."" Ensure the recipient's name and address are entered correctly as they will print exactly as entered. These transcripts will be mailed via US mail.

2. **Electronic Transcripts (PDF)**: You can request electronic transcripts, which are delivered within hours of processing. This method allows you to upload any necessary forms or documents to be sent with your transcript. Ensure the recipient accepts electronic transcripts and verify the correct email address for transmission. You will receive email confirmations when the transcript is available and when it has been downloaded by the recipient.

For more information, visit the [Request a Transcript](https://www.stjohns.edu/about/leadership-and-administration/administrative-offices/office-provost/enrollment-management/office-registrar#transcript) page.",high
239,how do i look up my transcript,"Point to: ""request a transcript""",high
240,okta verification,"Point to: ""solutions reset mfa""",high
241,bye,"Goodbye! If you have more questions in the future, feel free to reach out. Have a great day!",high
242,i am a senior in college,"The [Center for Student Success](https://www.stjohns.edu/academics/centers-institutes/center-student-success) advises first-year students. The [Office of Transfer Student Services](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students/transfer-student-services#:~:text=For%20more%20information%20contact%20our,at%20Tsshelp%40stjohns.edu) advises entering transfer students. After the first year, you can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
243,it says page not found,,none
244,i have a new phone or a new phone number to use for my security information for multifactor authentication how do i change it,"It is recommended that you enable multiple versions of Multifactor Authentication or MFA. There is the ability to use Texting (or SMS), Voice Call, or an authentication app called Okta Verify. <br/>
<br/>
The SMS MFA will continue to work even if you change your phone, as long as you have the same phone number. 

If you are in an area without good cell service to receive SMS, but you have internet access via Wi-Fi, it is recommended that you then use the Okta Verify app. <br/>
<br/>
If you only have access to a phone device that simply allows Voice Calls, such as a landline phone in your home or office, or have a cell phone that does not have SMS or Internet capabilities, you can set up the MFA for a Voice call.",high
245,solutions signon,"Here are some quick choices:
- [General SignOn Information](https://ithelp.stjohns.edu/support/solutions/articles/16000010232)  or [Video] (https://www.youtube.com/watch?v=Dl4OnF7nlrE)<br/>
- [Changing your password information](https://ithelp.stjohns.edu/support/solutions/articles/16000016496-how-do-i-change-my-email-password-or-security-information-mfa-for-signon-stjohns-edu-) or [Video](https://www.youtube.com/watch?v=npapsg6TTm0)
- [Resetting your password information](https://ithelp.stjohns.edu/support/solutions/articles/16000016145) or [Video](https://www.youtube.com/watch?v=bPZI6iF6aVo)
- [Setting up Multi-factor Authentication information](https://ithelp.stjohns.edu/a/solutions/articles/16000016496) or [video](https://www.youtube.com/watch?v=uTqNhA7ss9k)

<br/>Technical support is available weekdays 7:30am - 7:30pm at [718-990-5000](tel:7189905000)

<br/>Or just ask me a question",high
246,how do i make a housing deposit,You can find details on how to pay your deposit on the [**Enrollment and Housing Deposit**](https://www.stjohns.edu/admission/tuition-and-financial-aid/payment-options/enrollment-and-housing-deposit) site.,high
247,undergraduate tuition,,low
248,find job,"Point to: ""solutions jobs""",high
249,solutions connect,"The St. John’s U Connect Mobile App is your one-stop shop for all the systems, information, communities, and updates you'll need to succeed at St. John's University.

Find out more about the [mobile version](https://ithelp.stjohns.edu/support/solutions/articles/16000057912-st-john-s-u-connect-mobile-app) and the [web version](https://ithelp.stjohns.edu/support/solutions/articles/16000057922).",high
250,i am in my senior year in college,"The [Center for Student Success](https://www.stjohns.edu/academics/centers-institutes/center-student-success) advises first-year students. The [Office of Transfer Student Services](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students/transfer-student-services#:~:text=For%20more%20information%20contact%20our,at%20Tsshelp%40stjohns.edu) advises entering transfer students. After the first year, you can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
251,solutions dining hall hours,You can find the hours of operation for the dining locations [here](https://dineoncampus.com/stjohns/hours-of-operation).,high
252,diploma,"To learn information about diplomas, visit [here](https://www.stjohns.edu/academics/office-registrar).
<br/>
Students should consult with their dean's office for dates when diplomas will be available for pick-up.",high
253,how do i transfer out of st johns university,"Students looking to transfer out of St. John's University should contact their advisor or dean. Students should also contact the Office of Student Financial Services. 
<br/>
**Office Hours**
Monday–Thursday: 8:30 a.m.-4:30 p.m.
Friday: 8:30 a.m.–3 p.m.
*Holiday hours may vary*",high
254,how can i get my transcript sent to another school,"Point to: ""request a transcript""",high
255,how,Could you please provide more details or clarify your question so I can assist you better?,high
256,when is the fafsa form due,,low
257,bookstore,The Queens Campus bookstore is located in Marillac Hall next to the Auditorium.  This is a link to the [bookstore hours](https://www.bkstr.com/stjohnsmarillacstore/store-hours).,high
258,how much is to dorm,"Point to: ""solutions housing cost""",high
259,it email,"The email address for IT support at St. John's University is not provided in the supporting context. However, you can submit a support request at [ithelp.stjohns.edu](https://ithelp.stjohns.edu) or call them at (718) 990-5000 for assistance.",high
260,how do i locate my stormcard id number,[Here](https://ithelp.stjohns.edu/support/solutions/articles/16000015364) are instructions on where **students** can find their Storm Card ID number or X number.,high
261,housing portal,You can log into the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) using SignOn.,high
262,unable to reset password,"If you are unable to reset your password, please call the St. John's University Service Desk at (718) 990-5000 and press option 2. They can assist you in resetting your password after verifying your identity. The Service Desk is available Monday to Friday, from 7:30am to 7:30pm EST.",high
263,how do i pay my daughter remaining tution fee my daughter name is anika wahid,,none
264,my sign on isnt working,"If you are having problems connecting to SignOn, please view this [page](https://ithelp.stjohns.edu/support/solutions/articles/16000010232-how-do-i-log-in-to-the-sign-on-okta-portal-at-signon-stjohns-edu-). If you continue to encounter problems, please contact [(718) 990-5000](tel:7189905000) for assistance Monday through Friday from 7:30 AM to 7:30 PM.",high
265,why cant i log into mysju account,Current students and employees of the University can access their applications through [Sign-On](https://signon.stjohns.edu) and Information through [Connect](https://connect.stjohns.edu). <br>,high
266,admissions email,"Who do you want to speak to?

You can contact the Office of Undergraduate Admission at:

<br/>Phone: [718-990-2000](tel:7189902000)
<br/>Email: [admhelp@stjohns.edu](mailto:admhelp@stjohns.edu)

You can contact the Office of Graduate Admissions at:

<br/>Phone: [718-990-1601](tel:7189901601)
<br/>Email: [gradhelp@stjohns.edu](mailto:gradhelp@stjohns.edu)

You can contact Transfer Admissions at:

<br/>Phone: [718-990-2051](tel:7189902051)
<br/>Email: [transfers@stjohns.edu](mailto:transfers@stjohns.edu)

Undergraduate Admissions

Graduate Admissions

Transfer Admissions",high
267,how can i contact my advisor,"Point to: ""advisement""",high
268,solutions teams,,high
269,are there dorms,"Yes, St. John's University provides housing in residence halls and apartments for undergraduate, graduate, and law students on the Queens and Staten Island campuses. However, there are no dorms available on the Manhattan campus.",high
270,how can i contect to the school,You can get in touch with St. John's University through the following link: [Contact Us](https://www.stjohns.edu/admission/connect-us).,high
271,live chat financial aid,"Point to: ""solutions speak to financial aid""",high
272,who is my advisor,"You can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. 

<br/>If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). 
<br/>If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). 

<br/>For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
273,where do you add money to your storm card,"You can add money to your Storm Card at St. John's University in several ways: at the Storm Card Office, the Bursar's Office, or via the UIS on the web. Additionally, you can add funds via the Atrium app by signing into [https://signon.stjohns.edu](https://signon.stjohns.edu/), clicking on ""DEPOSIT FLEX VIA CREDIT CARD,"" and completing the order form.",high
274,no one answers the phone when i call,,none
275,requirements,"Undergraduate Application

Graduate Application",high
276,housing costs,You can find the housing cost on the [**Room and Board**](https://www.stjohns.edu/admission/tuition-and-financial-aid/tuition/room-and-board) site.,high
277,when is graduation,You can find dates and locations for graduation ceremonies on the **[Commencement](https://www.stjohns.edu/academics/commencement)** page.,high
278,college extension,,none
279,what are the yearly costs,,low
280,who is my academic advisor,"You can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. 

<br/>If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). 
<br/>If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). 

<br/>For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
281,how to change classes,"To change your classes at St. John's University, you can drop or add a class via UIS through the first week of the semester. After the first week, you will need your Dean’s permission to change your registration. During the second and third weeks of the semester, you may still drop a class with permission from your Dean’s Office, and these classes will not appear on your transcript. After the third week, dropping a class will be noted as a withdrawal (WD) on your transcript, which does not affect your GPA. To withdraw from one or more classes, you must contact your Dean’s Office, either in person or in writing.",high
282,i cant log into signon,"Point to: ""solutions signon first time""",high
283,queens campus map,"Point to: ""address""",high
284,i dont have a time ticket,"If you don't have a Time Ticket for class registration, you should follow up with your academic advisor. They can assist you with any issues in the registration process and provide you with the necessary information, such as your PIN number, which is needed to proceed with registration once your Time Ticket starts. For more information, you can also refer to the [Registrar’s Office Web-site on Registration](https://www.stjohns.edu/academics/office-registrar/registration).",high
285,autism workshop,"The autism workshop is integrated into courses EDU 9711 or EDU 9737, fulfilling the 3-hour mandate required by the NYS Department of Education. Students who do not take these courses must complete a 3-hour autism workshop separately. If the workshop is completed outside the School of Education, students must print the certificate, provide a copy to their advisor, and mail it to the Office of Teaching Initiative at 89 Washington Avenue, Albany, NY 12234. Students should also save a copy for their own records.",high
286,i dont have a storm card,,low
287,bookstore hours,The Queens Campus bookstore is located in Marillac Hall next to the Auditorium.  This is a link to the [bookstore hours](https://www.bkstr.com/stjohnsmarillacstore/store-hours).,high
288,do you offer evening classes,"Yes, St. John's University offers a wide selection of degree programs during evening and weekend hours, as well as online, to accommodate the needs of working adults. Classes are arranged for the convenience of students who have limited hours available each week to pursue their education.",high
289,how much is one credit,"Point to: ""solutions tuition""",high
290,fee waiver,"St. John’s offers a free online application for all 100+ undergraduate programs, and graduate applications carry a low cost for most programs. To apply or learn more about the application process visit [Apply](https://www.stjohns.edu/admission/apply).",high
291,i am an alumni,"**Welcome to St. John's University**

What do you need help with?

Access Email

Request Transcript

Point to: ""solutions alumni email""

Point to: ""solutions transcript""",high
292,parent,"St. John's University believes that college can be such a transformative experience, and selecting the right school is key to your child's successful transition into adulthood.

Your child will graduate as a well-rounded global citizen with an understanding of service, diversity, leadership, and excellence, thanks to a world-class educational system that is built on the charitable teachings of St. Vincent de Paul.

Here's how to support your child during each year of high school.

Url: https://www.stjohns.edu/admission/undergraduate-admission/information-parents",high
293,where can i find my financial aid package,"You can find your Financial Aid Package by logging into [connect.stjohns.edu](https://connect.stjohns.edu/) or use the connect app on your smart phone. Choose the New UIS Experience widget, go to Financial Aid Awards and click on Financial Aid Award Letter and choose your aid year to view your Financial Aid Package.

<br/>For more information, refer to [How do I view my Financial Aid Award Package in New UIS Experience?](https://ithelp.stjohns.edu/support/solutions/articles/16000082757).",high
294,on campus jobs for f1 business master student,,none
295,careers,"St. John's University offers alumni a range of career services, including access to Handshake for event notifications and special opportunities, career support and resources, and the Alumni Professional Development Series. This series provides online learning from top alumni and industry experts, focusing on professional growth and industry trends. Alumni can also connect with employers through these services. More information can be found on their [Career Support](https://www.stjohns.edu/alumni-and-friends/alumni-benefits-and-resources/career-support) and [Alumni Professional Development Series](https://www.stjohns.edu/alumni-and-friends/get-involved/events-and-programs/alumni-professional-development-series) pages.",high
296,when is admission deadline,"Point to: ""solutions deadlines""",high
297,i forgot my username,"Point to: ""solutions signon first time""",high
298,where is st johns university located,"St. John's University is located at 8000 Utopia Parkway, Queens, NY 11439. The university also has a campus in Rome and locations in Paris and Limerick. For directions and more information, visit [Find Us](https://www.stjohns.edu/queens-residential-campus/directions-and-area-hotels).",high
299,what days,"Events or programs for St. John's University alumni are available from November 13, 2024, to May 13, 2025.",high
300,does st johns university have a list of winter session courses that will be offered,"Point to: ""how can i find course descriptions at st. john's university?""",high
301,solutions fitness center,You can find out more about **Recreation Opportunities** [here](https://www.stjohns.edu/queens-residential-campus/campus-recreation/recreation-opportunities).,high
302,if i dont like the person i am sharing a room with can i switch,"The Room Change Process allows students to sign up to participate in one of the following two options: room swap or room change waitlist. To learn more about these options, visit [Housing Selection](https://www.stjohns.edu/queens-residential-campus/residence-life/housing-selection).",high
303,dorm information,"St. John's University offers a variety of housing options for undergraduate, graduate, and law students on its Queens and Staten Island campuses. On the Queens campus, housing includes single, double, triple, and quad-style rooms in suites, rooms sharing a connecting bathroom, and apartment configurations both on- and off-campus. The Residence Village on the Queens campus features suite-style housing with kitchenettes and traditional corridor-style housing. The Founder’s Village Townhouses and Henley Road Apartment Complex provide apartment-style living with full kitchens and common areas. The Staten Island campus offers garden-style apartment housing at the edge of the campus property. All residential facilities are air-conditioned and provide 24/7 desk security.",high
304,where is the campus located,"St. John's University is located at 8000 Utopia Parkway, Queens, NY 11439. The university also has a campus in Rome and locations in Paris and Limerick. For directions and more information, visit [Find Us](https://www.stjohns.edu/queens-residential-campus/directions-and-area-hotels).",high
305,what is the fafsa code,St. John's University Title IV federal school code is **002823.**,high
306,i am a student,"Point to: ""solutions common technology""",high
307,payment,"St. John's University offers several payment options for students and their families to finance educational expenses. These include:

1. **University Payment Plans**: Students and authorized users can log into the payment portal to review and enroll in available payment plans.

2. **529 Payments**: State 529 payments can be used to reduce the overall balance, and students can then set up an online payment plan for the remaining balance using a bank account number or credit card.

3. **Pay by Check**: Checks should be made payable to St. John's University, with the student ID number clearly written on the check. Checks and payment invoices should be sent to the Student Financial Services at the university's address.

Please note that there is a $50 penalty fee for returned checks and chargeback credit card payments, and certain restrictions apply to accounts with returned payments.",high
308,need my 1098t,"Point to: ""view and print 1098-t forms""",high
309,what is the application fee,"Point to: ""fee waiver""",high
310,housing number,The contact number for the Queens campus Residence Life office at St. John's University is 718-990-2417. The contact number for the Staten Island Residence Life office is 718-390-4167.,high
311,i cant log in to uis,,low
312,law school academic calendar,"Which academic calendar would you like to see?

https://www.stjohns.edu/academics/academic-resources/academic-calendar

New York Campuses

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-st-johns-semester-paris

Paris Campus

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-study-abroad-rome

Rome Campus Academic Calendar

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-western-europe-semester-programs

Western Europe Campuses

https://www.stjohns.edu/law/academics/academic-calendar

Law School

New York Campuses

Paris Campus

Rome Campus

Western Europe Campuses

Law School",high
313,where is the housing portal,You can log into the [St. John's Housing Portal](https://stjohns.starrezhousing.com/StarRezPortalX) using SignOn.,high
314,i cannot sign into okta,"Point to: ""solutions signon first time""",high
315,ive already unlocked my st johns email but it wont let me sign in,,low
316,then what,,none
317,medical forms,"You can find the medical forms for St. John's University on the online patient portal, Medicat. To access Medicat, go to [signon.stjohns.edu](https://signon.stjohns.edu/) and sign in using your St. John’s network credentials. Once signed in, click on the icon for Medicat (Student Health Services and Wellness) and follow the instructions to obtain and upload health forms.",high
318,it says sign in fail,"You can try resetting your password by following this [video](https://youtu.be/bPZI6iF6aVo), or you could try unlocking your account by following [these directions](https://ithelp.stjohns.edu/support/solutions/articles/16000043317).<br>If neither of those work, contact the Office of Information Technology at [718-990-5000](tel:7189905000).
<br/>
**Office Hours**
Monday–Friday: 7:30 a.m.– 7:30 p.m. EST.
*Holiday hours may vary*",high
319,graduation,You can find dates and locations for graduation ceremonies on the **[Commencement](https://www.stjohns.edu/academics/commencement)** page.,high
320,is the graduation in the school going to be virtual or in person because of covid,"Point to: ""who should i contact about graduating?""",high
321,pay for class,"To pay for classes at St. John's University, follow these steps:

1. Log in to Connect via the mobile app or [https://connect.stjohns.edu](https://connect.stjohns.edu/).
2. Click on the widget for New UIS.
3. Search for the “Student Accounts” card.
4. Select the Account Suite- eBills/Payments link.
5. Select the Term you want to view and pay from the drop-down menu.
6. View your current charges and any memoed or eligible authorized aid.
7. Scroll down and click on the blue link ""Make Payment/Enroll in Payment Plan"" to proceed to the payment portal.

For more information on payment options, you can visit [St. John's University Payment Options](https://www.stjohns.edu/admission-aid/tuitionand-financial-aid/payment-options) or contact the Office of Student Financial Services.",high
322,summer classes,,low
323,financial aid office hours,"Point to: ""solutions speak to financial aid""",high
324,course catalog,Course descriptions and offerings can be found on our [Bulletin](https://www.stjohns.edu/academics/academic-resources-and-programs/bulletins).,high
325,i need to change my phone number,"Point to: ""solutions reset mfa""",high
326,do you offer scholarship for international students,"Yes, St. John's University offers scholarships for international students. International first-time freshmen students qualify for merit scholarships and additional scholarships. For graduate students, the university provides financial assistance through scholarships, grants, and discounts based on academic ability, School/College, and program of study. More information about scholarships can be found on the university's [Graduate Scholarships page](https://www.stjohns.edu/admission/tuition-and-financial-aid/graduatelaw-aid/www.stjohns.edu/graduatescholarships).",high
327,winter classes begin january 6th,,low
328,view class schedule,,none
329,for undergraduate level,,low
330,when is the deadline for application for students starting school jan 2024,"The application deadline for students applying for readmission to start school in January 2024 (Spring 2024 term) is January 5, 2024.",high
331,college advantage program,,low
332,how do i email the financial aid office,You can contact the Office of Student Financial Services at [studentfinancialserv@stjohns.edu](mailto:studentfinancialserv@stjohns.edu).,high
333,where do i get my storm card,"Point to: ""help with stormcard""",high
334,temporary pin,,none
335,where i have to rent a laptop,You can rent a laptop from your campus. Information about this program is available at [this link](https://stjtechserv.getconnect2.com/).,high
336,health insurence,"Fire User Message: ""university health insurance""",high
337,school address,"Point to: ""address""",high
338,cant get into uis,New UIS users can follow these instructions on how to log into UIS [here](https://ithelp.stjohns.edu/support/solutions/articles/16000016341).,high
339,i want to talk to a student,"To chat with students and staff about undergraduate programs:
https://www.stjohns.edu/admission/connect-us/undergraduate-programs-ask-student-or-staff

<br/>or chat with staff about graduate programs:
https://www.stjohns.edu/admission/connect-us/graduate-programs-ask-counselor.",high
340,where do i put inthe pin,You enter the PIN on the login page where you input your User ID (X-Number or SS#) and PIN (St. John’s Central password).,high
341,what is my pin,,low
342,how do i get a time ticket,"You can obtain your Registration Time Ticket by logging into [connect.stjohns.edu](https://connect.stjohns.edu/) or using the connect app on your smartphone. Choose the New UIS Experience widget, go to My Information – Academic Profile, click Registration Notices, and you will see your Time Ticket. For more information, you can refer to the [Registrar’s Office Web-site on Registration](https://www.stjohns.edu/academics/office-registrar/registration).",high
343,i am a senior this year,"The [Center for Student Success](https://www.stjohns.edu/academics/centers-institutes/center-student-success) advises first-year students. The [Office of Transfer Student Services](https://www.stjohns.edu/admission/st-johns-welcomes-transfer-students/transfer-student-services#:~:text=For%20more%20information%20contact%20our,at%20Tsshelp%40stjohns.edu) advises entering transfer students. After the first year, you can find your academic advisor by contacting the College office and faculty advisors in major departments. You can schedule an appointment, find your academic dean, and more by visiting the Student Academic Advisement page. If you are in the College of Liberal Arts and Sciences, you can contact the dean's office [here](https://www.stjohns.edu/academics/schools/st-johns-college-liberal-arts-and-sciences/contact). If you are in the College of Professional Studies, you can find advisement information [here](https://www.stjohns.edu/academics/schools/college-professional-studies/ccps-student-services/ccps-academic-advisement). For all other College offices, contact us at [718-990-2000](tel:7189902000) during regular office hours.",high
344,how do i get a parking permit,"To obtain a parking permit at St. John's University, follow these steps:

1. Visit [Connect](https://connect.stjohns.edu/) or use the Connect app on your smartphone.
2. Click on ""Log In"" and enter your credentials. Employees and faculty members use their full St. John’s University email address, while students use the format firstname.lastname##@my.stjohns.edu (##=two-digit year of entry). First-time users' passwords are capital S, lowercase j, and the eight digits of the ID number on their StormCard.
3. Choose the Parking Services widget.
4. Open Parking Services and follow the on-screen instructions.

Permits are mailed to the applicant’s home address within five to seven business days. Ensure your current mailing address is registered. If you do not receive your permit within 30 days, file a report with the Department of Public Safety. For off-campus parking at Seton Complex, DePaul House, and Henley Road, permits are issued in person at the Public Safety office.",high
345,office hours,"The Customer Service Center can be reached at [718-990-2000](tel:7189902000).
<br/>
**Office Hours**
Monday–Thursday: 8:30 a.m.-4:30 p.m.
Friday: 8:30 a.m.–3 p.m.
*Holiday hours may vary*",high
346,transfer credits,"The Office of Transfer Student Services is charged with providing transfer students with guidance during their transition to St. John’s University.  Every student will be afforded the opportunity to speak with a professional advisor concerning their academic and personal goals. 
<br/>
Upon acceptance, a Transfer Student Services advisor will schedule a one-one-one meeting to discuss potential credits granted, various course options and to facilitate the registration process.
<br/>
In addition, the Office of Transfer Student Services is a gateway to the many support services and departments across campus, including the academic deans’ offices.  An advisor is always available to answer questions whether by in-person visits, e-mail, or phone.
<br/>
You can learn more [here](https://www.stjohns.edu/admission/transfer-admission/transfer-student-services)!",high
347,commuter meal plan,"Any student can add a meal membership, along with Flex and Dining Dollars, to their StormCard. Visit [here](https://www.stjohns.edu/queens-residential-campus/dining-services) for more information.
<br/>
Resident students can visit [Housing Selection](https://www.stjohns.edu/queens-residential-campus/residence-life/housing-selection) to learn more about the building and meal plan requirements. For resident meal plan rates, visit [here](https://www.stjohns.edu/admission/tuition-and-financial-aid/tuition/room-and-board).",high
348,dentistry,"Point to: ""dentistry""",high
349,basketball tickets,"Point to: ""what is going on with mens basketball season tickets this yera""",high
350,public safety number,"In the event of an emergency medical situation, call 911 or go to your nearest emergency room. Notify Public Safety at [718-990-5252](tel:7189905252) after calling 911.
<br/>
To contact Public Safety, call [718-990-5252](tel:7189905252).",high
351,how much are summer classes,"Point to: ""solutions tuition""",high
352,queens campus,"Point to: ""address""",high
353,i have a question about the class,,none
354,is this a private school,St. John's University is a private Catholic university.,high
355,what is going on with mens basketball season tickets this yera,,low
356,study abroad,Find out more about the Study Abroad program [here](https://studyabroad.stjohns.edu/).,high
357,solutions college advantage transcript,"You can order your transcript online through [UIS](https://www.stjohns.edu/uis).

<br/>Once logged in, you can navigate to 
<br/>***Student > Student Records > Request Printed/Official Transcript***.

<br/>For more information on the College Advantage Program check [here](https://www.stjohns.edu/admission/other-programs/college-advantage-program).

Point to: ""solutions uis""",high
358,i dont remember my log in,,none
359,how do i login to canvas,"To log in to Canvas, you need to access the [Sign-On Portal](https://signon.stjohns.edu) for St. John's students or employees.",high
360,how do i sign on to the sign on portal,"To sign on to the St. John's Sign-On portal, use your St. John's email as your username, which follows the format: firstname.lastnameYY@my.stjohns.edu, where YY is the two-digit year you entered the University. Your default password is Sjxxxxxxxx, where xxxxxxxx is your Storm Card ID card number (the eight-digit number on the front of your Photo ID card, not your X number). First-time users can watch a [video](https://youtu.be/LGEuKQzLTmY?list=PLZ4iYhOa7b8hV9JAgYkbHusJl7pD_b67K) for guidance and find more detailed instructions [here](https://ithelp.stjohns.edu/support/solutions/articles/16000010232-how-do-i-log-in-to-the-sign-on-okta-portal-at-signon-stjohns-edu-).",high
361,forgot security question answer,"Point to: ""solutions reset mfa""",high
362,what is the school code,"Which code are you asking about?

FAFSA ID

Testing Code

Point to: ""fafsa id""

Point to: ""what is official testing code""",high
363,dining dollars,You can check your dining dollars and manage your StormCard balance on **[Atrium](https://stjohnsstudentlink.atriumcampus.com/)**.,high
364,what gpa do i need to get in,"Point to: ""what high school classes are required for a bachelor's degree?""",high
365,how do i withdraw from a class,"To withdraw from a class at St. John's University, you must contact your Dean’s Office. It is recommended to visit the office in person to discuss the decision. If an in-person meeting is not possible, you must submit a written request to withdraw from the class(es). Withdrawals are noted as ""WD"" on transcripts and do not affect your GPA. Be sure to check the academic calendar for the last day to withdraw from a class.",high
366,school calendar,"Which academic calendar would you like to see?

https://www.stjohns.edu/academics/academic-resources/academic-calendar

New York Campuses

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-st-johns-semester-paris

Paris Campus

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-study-abroad-rome

Rome Campus Academic Calendar

https://www.stjohns.edu/academics/study-abroad-global-programs/study-and-volunteering-abroad/office-international-education-oie-outbound-programs/academic-calendars-undergraduate-programs-abroad/academic-calendar-western-europe-semester-programs

Western Europe Campuses

https://www.stjohns.edu/law/academics/academic-calendar

Law School

New York Campuses

Paris Campus

Rome Campus

Western Europe Campuses

Law School",high
367,self selection appointment,A self-selection appointment is a designated date and time when a student can access the online housing portal to participate in the online self-selection process. These appointments are sent to the student's St. John's e-mail address.,high
368,can i change my major,"Point to: ""can i switch majors if i don't like the one i initially chose?""",high
369,can you provide a map,"Point to: ""solutions campus map""",high
370,pharmacy program,"St. John’s University offers a six-year, entry-level program that leads to the Doctor of Pharmacy Degree (Pharm.D.). Learn more about the program [here](https://www.stjohns.edu/academics/programs/doctor-pharmacy).",high
371,do i have to live on campus my first year,Students are not required to live on campus.,high
372,the spring classes will be hybrid,"Point to: ""can you please show me the academic calendar""",high
