Rank,Question,Bot Response,Confidence
413,what are the undergraduate majors,"The undergraduate majors offered include:

- Anthropology
- Asian Studies
- Biology
- Chemistry
- Computer Science*
- Economics**
- English**
- Environmental Studies
- Fine Arts
- French
- Government and Politics**
- Graphic Design
- History**
- Illustration
- Mathematical Physics
- Mathematics**
- Italian
- Philosophy**
- Photography
- Physical Science
- Physics
- Psychology**
- Social Studies*
- Speech Language Pathology and Audiology**
- Public Administration and Public Service
- Sociology**
- Theology**
- Rhetoric and Public Address**
- Spanish

*Only offered on the Staten Island campus. **Offered on both the Queens and Staten Island campuses.",high
414,when does the application for fall 2022 open,,low
415,do you accept ap credits,"Yes, AP credits are accepted depending on your exam score and intended major. For the Doctor of Pharmacy Program, only AP classes in Math (Calculus and/or Statistics) and English (English Literature and/or English Composition) are acceptable, with a score of 5 required for Math and at least a 4 for English.",high
416,is duolingo is accepted,"Yes, Duolingo is accepted for language proficiency. The minimum Duolingo score for admission consideration is 90-100.",high
417,does the university accept ged,Applicants with a GED are welcome to apply to St. John’s.  You must submit the official GED score report along with the Diploma.,high
418,how can i qualify for in state tuition,,low
419,what is the application fee for international students,"St. John’s offers a free online application for all 100+ undergraduate programs, so there is no application fee for international students applying to undergraduate programs. Graduate applications carry a low cost for most programs.",high
420,i want to check the status of my admission application,Undergraduate students can check the status of their admission application by accessing their student portal at [https://apply.stjohns.edu/apply/](https://apply.stjohns.edu/apply/). Graduate students can check their application status by accessing their student portal at [https://grad.stjohns.edu/apply/](https://grad.stjohns.edu/apply/).,high
421,how do i know if my application was submitted,"After submitting your application, you should receive a confirmation email or notification acknowledging that your application has been successfully submitted. Keep this confirmation for your records.",high
422,do i need to submit my high school transcript,"Yes, you need to submit your final official high school transcript when applying to St. John's University. It must contain your date of graduation and be submitted by your previously attended high school. Failure to submit it may result in the loss of any financial aid you have received or your admission decision being rescinded.",high
423,what act score do i need to be accepted,"Point to: ""what high school classes are required for a bachelor's degree?""",high
424,act scores,"To determine if you need to submit your ACT scores to St. John's University, you should log into your [Online Student Portal](https://apply.stjohns.edu/account/login?r=https%3a%2f%2fapply.stjohns.edu%2fapply%2fstatus).",high
425,what is the deadline to submit the fafsa,"The priority FAFSA deadline for continuing students for the 2024-2025 academic year at St. John's University is March 15, 2024. However, students are encouraged to file as soon as possible.",high
426,when will i receive my financial aid package,New students will receive their Financial Aid Package from St. John's University after they have been accepted. Packages are traditionally generated beginning in December and will continue to be sent out to all accepted students who file a FAFSA and list St. John's University's federal school code (002823) on their FAFSA application.,high
427,what is the federal school code,The federal school code for St. John's University is 002823.,high
428,how do i connect to vpn,"To get a VPN at St. John's University, you need to use a University-issued laptop. The VPN application, GlobalProtect™, will be automatically installed on your laptop. If you are unable to access or locate this application, you can contact the Office of Information Technology Service Desk by creating a ticket [here](https://ithelp.stjohns.edu/catalog/request_items/312) or by visiting [ithelp.stjohns.edu](http://ithelp.stjohns.edu/) and searching for GlobalProtect VPN. Please note that after 9/30/2023, access to the VPN from any personal devices or laptops not issued through the office will no longer be available.",high
429,micrsoft word,"To access Microsoft Word at St. John's University, follow these steps:

1. Log in to the SJU Sign-On Portal at [https://signon.stjohns.edu](https://signon.stjohns.edu).
2. Click on the Office 365 Office Portal app.
3. You can access Microsoft Word as part of the Microsoft Office 365 Suite provided by the university.

For installation instructions, you can refer to the [Installation Instructions](https://ithelp.stjohns.edu/support/solutions/articles/16000032189).",high
430,i have not recieved an email,"If you have not received an email, check your Inbox and Junk Folder for the message. If it's regarding the COACHE survey, look for a subject line, ""Help St. John's assess the academic workplace.” You can request a new survey link by contacting [coachefaculty@abtassoc.com](mailto:coachefaculty@abtassoc.com%20?subject=). If it's about a WebEx meeting, the invitation is sent by the host. Check your spam folder and consider whitelisting the email address. Contact your WebEx host for the meeting number or link if needed.",high
431,i cannot access my class,,none
432,how can i get a scholarship,"To get a scholarship at St. John's University, you can consider the following options:

1. **Graduate Arts and Sciences Doctoral Scholarships**: These are available for qualified doctoral students from traditionally underrepresented backgrounds in programs like biology, clinical psychology, or school psychology. The scholarship provides tuition remission for up to 24 credits for one academic year. Contact the Office of the Dean, Graduate Division of the St. John’s College of Liberal Arts and Sciences for more information.

2. **School of Education Scholarships**: These include various options such as Assistantships/Fellowships, Catholic Scholarship, Graduate Scholars in Education, and more. Assistantships offer a stipend and full tuition remission, while Teaching and Doctoral Fellowships provide stipends and tuition remission from September to May. These require academic achievement and letters of commendation.

3. **St. John’s University Academic Scholarships**: These are merit-based scholarships for first-year, full-time undergraduate students. The admission application automatically determines eligibility.

4. **Rev. Brian J. O’Connell, C.M. Scholarship**: Available for students with a GPA of 3.4 or higher in their B.S. degree, providing partial tuition reprieve in the fifth year of full-time graduate study.

For more information, visit the",high
433,finanial aid office,Student Financial Services is located across from Carnesseca Arena for Queens and Manhattan students.,high
434,multifactor authenication,"To set up Multi-Factor Authentication (MFA) at St. John's University, follow these steps:

1. Log in to your account using your university-issued email address and current password.
2. When prompted for verification, choose your preferred method of identity verification from the list of options you have previously set up.
3. Complete the push notification setup process on the verification page.

For more detailed guidance, you can refer to the [St. John's University Service Desk](https://ithelp.stjohns.edu/support/solutions/articles/16000016496) or watch the instructional video provided by the university. If you encounter any issues, you can request assistance through their [Support Portal](https://ithelp.stjohns.edu/support/tickets/new).",high
435,how do i change my email password,"To change your email password at St. John's University, follow these steps:

1. Log in to your account at [https://signon.stjohns.edu](https://signon.stjohns.edu).
2. In the top right-hand corner, click on your “Name” and then click on “Settings”.
3. You will be directed to your Account screen. Click on the “Edit Profile” button on the right-hand side.
4. Enter your password once more when prompted.
5. Confirm your identity through the Multi-Factor Authentication method you previously set up. Click the ""Send Code"" button to receive the code, then enter it and click the VERIFY button.
6. Once the page opens, you will have the option to change your password. Ensure your new password meets the following requirements:
   - At least 10 characters
   - A lowercase letter
   - An uppercase letter
   - A number
   - A symbol
   - No parts of your username
   - Does not include your first or last name
   - Cannot be any of your last 5 passwords
   - At least 6 days must have elapsed since you last changed your password

If you encounter issues, contact the Service Desk at (718) 990",high
436,i need a student email,"A Microsoft Office 365 email account has been created for you at St. John's University. To access it, connect to [SignOn](https://signon.stjohns.edu/) and then click on Office 365 Mail. Your username will be in the format of firstname.lastnameYY@my.stjohns.edu (e.g., jane.doe21@my.stjohns.edu).",high
437,i am having trouble with my email,"Point to: ""solutions signon first time""",high
438,i cannot print,You can print wirelessly using our [**WEPA**](https://ithelp.stjohns.edu/support/solutions/articles/16000035466-how-do-i-use-wireless-printing-with-wepa-) print kiosks.,high
439,i cant log into my computer,"Point to: ""solutions signon first time""",high
440,i cannot remember my login information,"If you cannot remember your login information for St. John's University, you can reset your password by visiting [signon.stjohns.edu](http://signon.stjohns.edu/) and following the Self-Service Password Recovery instructions. Click on the red ""Forgot Password"" button, enter your email address in the appropriate format (@my.stjohns.edu for students, @stjohns.edu for employees/faculty/affiliates), and choose to receive a reset code via SMS or VoiceCall. Enter the verification code, answer your security question, and set a new password that meets the specified requirements. If you encounter any issues or have forgotten your security question answer, contact the Service Desk at (718) 990-5000, available Monday to Friday, 7:30am to 7:30pm EST.",high
441,this is for the graduate program,"Yes, this information is applicable to the graduate program at St. John's University. It provides details about program requirements, approved programs of study, admission requirements, and resources for graduate students at the university.",high
442,when do spring applications open,"Point to: ""solutions deadlines""",high
443,do i need to fill out an application,"Yes, you need to fill out an application for the graduate program at St. John's University. You can apply online through their [Online Application](https://apply.embark.com/grad/stjohns/53/).",high
444,is sat required for admission,,low
445,where can i find the list of majors,You can find the list of majors and programs of study at St. John's University [here](https://www.stjohns.edu/academics/programs).,high
446,application portal,,low
447,i am a freshman in highschool,,none
448,i want information about graduate program,"Point to: ""solutions degrees""",high
449,what are the requirements for freshman,"Point to: ""solutions application""",high
450,how do i get a parking permit,"To obtain a parking permit at St. John's University, follow these steps:

1. Visit [Connect](https://connect.stjohns.edu/) or use the Connect app on your smartphone.
2. Click on ""Log In"" and enter your credentials. Employees and faculty members use their full St. John’s University email address, while students use the format firstname.lastname##@my.stjohns.edu (##=two-digit year of entry). First-time users' passwords are ""S"" (capital), ""j"" (lowercase), followed by the eight digits of their StormCard ID number.
3. Choose the Parking Services widget.
4. Open Parking Services and follow the on-screen instructions.

Permits are mailed to the applicant’s home address within five to seven business days. Ensure your current mailing address is registered. If you do not receive your permit within 30 days, file a report with the Department of Public Safety. For off-campus parking permits at Seton Complex, DePaul House, and Henley Road, permits are issued in person at the Public Safety office.",high
451,how much does the application fee cost,"Point to: ""fee waiver""",high
452,what are the admission requirements for undergraduates,Click [here](https://www.stjohns.edu/admission/undergraduate-admission/application-requirements) for the undergraduate application requirements .,high
453,are letters of recommendation required for application,"For non-test-optional undergraduate applicants at St. John's University, letters of recommendation are not mandatory but are recommended. Test-optional applicants are also not required to submit letters of recommendation, though they are recommended. However, applicants to the Pharmacy program are required to submit two letters of recommendation, with one being from a science or math teacher.",high
454,do you admit international students,"Yes, St. John's University admits international students. They offer world-class academics and a friendly residential campus in New York City, along with merit scholarships and additional scholarships for international first-time freshmen students.",high
455,what documents are needed for applying,"Point to: ""solutions application""",high
456,when does the fall application open,,low
457,what is the email of undergraduate admissions,I see that you are getting frustrated. Please rephrase as a single concise question.,high
458,how do i appeal my financial aid,"Students who have not exhausted the maximum time frame have the right to appeal financial aid ineligibility.

Appeals must be filed within 30 days of notification that aid eligibility has been lost.  An Appeal must be made in writing to the Student Financial Services Appeal Committee. The appeal may not be based upon a students need for the Financial Aid assistance OR their lack of knowledge that their Financial Aid assistance was in jeopardy. An appeal would normally be based upon mitigating circumstances which prevented a student from passing more of their courses, or which made them withdraw from classes.

[Learn more about financial aid ineligibility](https://www.stjohns.edu/admission/tuition-and-financial-aid/apply-aid/maintain-eligibility).",high
459,are international students eligible for financial aid,"We do not have financial aid available for international students. However, international students are considered for competitive scholarships ranging from $10,000 to full tuition. More information is available [here](https://www.stjohns.edu/admission/international-admission/faqs).",high
460,cancel what,We ask for 24 hours notice if you need to cancel your appointment. You may cancel by contacting the front desk at 718-990-1900.,high
461,what is the application deadline for fall 2024,,low
462,do i have to pay application fee,,none
463,schedule a vist,"Yes, you can schedule a visit to St. John's University. The Office of Admission offers presentations by an Admission counselor followed by a student-guided campus tour. You can explore all aspects of the university, including the residential village, academic areas, and campus life. For schedules and hours, please see their [Visit page](https://www.stjohns.edu/admission/connect-us/explore-st-johns-today).",high
464,test scores,"For admission to St. John's University, the test score requirements vary by program. For the Red Storm Scholars Special Admission Program to St. John's Law, applicants must have an SAT or ACT score greater than or equal to the 85th percentile in one test administration. For the Quantitative Risk and Insurance (QRI) Track, a score of 550 on the SAT-MATH or its equivalent is required. For more information, you can visit [Undergraduate Admission](https://www.stjohns.edu/admission-aid/undergraduate-admission) or contact Alma Rivera at [riveraa@stjohns.edu](mailto:riveraa@stjohns.edu).",high
465,is this a college,Learn about who we are [here](https://www.stjohns.edu/who-we-are).,high
466,do i need to take the sat to apply,"No, you do not need to take the SAT to apply to St. John's University. First-year applicants have the option to submit a test-optional application, allowing them to seek admission without submitting standardized test scores. For more information, you can visit [here](https://www.stjohns.edu/admission/undergraduate-admission/application-requirements/test-optional).",high
467,i would like to know about the courses offered,"St. John's University offers a variety of programs leading to degrees such as Bachelor of Arts, Bachelor of Science, and Bachelor of Fine Arts. Some of the courses available include:

**Bachelor of Arts:**
- Anthropology
- Art History
- Asian Studies
- Communication Studies
- Economics
- English
- Environmental Sustainability and Decision-Making
- French
- Global Development and Sustainability
- Government and Politics
- History
- Italian
- Mathematics
- Philosophy
- Psychology
- Public Administration and Public Service
- Social Studies
- Sociology
- Spanish
- Speech-Language Pathology and Audiology
- Theology

**Bachelor of Science:**
- Biochemistry
- Biology
- Chemistry
- Computer Science
- Computing and Machine Learning
- Environmental Science
- Mathematical Physics
- Mathematics
- Physical Science
- Physics

**Bachelor of Fine Arts:**
- Fine Arts
- Graphic Design
- Illustration
- Photography

Some programs are available only on specific campuses, such as the Queens or Staten Island campuses. Additionally, combined B.A./M.A. or B.S./M.S. programs are available for certain disciplines.",high
468,what tests are required for admissions,"Undergraduate Application

Graduate Application",high
469,honors program,"The University Honors Program at St. John's University requires students to complete a minimum of 30 credit hours in honors courses, designated as HON, or their equivalent. Students must maintain an overall GPA of at least 3.3. Honors credits can be earned through core curriculum honors courses, honors-designated electives, advanced placement credits, International Baccalaureate credits, or credits from the University's College Advantage Program. Additionally, students can complete a non-honors course with an ""Honors Contract"" for additional honors work, participate in a three-credit research experience, or earn honors credits through study abroad in an online honors class. These options require prior approval and are limited in number. Incoming freshmen are considered for the program based on their high school GPA, course strength, and standardized test results. Exceptions for joining after the freshman year are rare. For more information, students can contact the director at the appropriate campus.",high
470,i have a question about my degree,,low
471,im trying to get back into school,"We're sorry, but student e-mail is only accessible for 365 days after you graduate.",high
472,do you have an engineering program,,low
473,what documents are required for admission,"Applicants to St. John's University must present a formal application, official school records issued by their college or university, and results of an approved English language proficiency examination. All documents in languages other than English must be accompanied by certified English translations. Additionally, F1 and J1 students must provide documentation to the International Student and Scholar Services Office (ISSSO) for visa processing. For transfer students, a catalog description of the graduate courses for which transfer credit or advanced standing is requested is required, along with a Transfer of Credit form. Official or unofficial college transcripts and a high school transcript (if no Associate's degree is held) are also needed. If there is a gap in education of 3 months or longer, a statement of activity is required. Documents can be submitted online via the [Online Student Portal](https://apply.stjohns.edu/apply/).",high
474,can i apply if im a junior in high school,,low
475,what is the admission deadline for fall 2023,,none
476,where do i find financial aid forms,You can send documents and forms using [Student Financial Services Secure Upload](http://www.stjohns.edu/SFSdocumentupload),high
477,how much will i get for financial aid,,low
478,summer finanial aid,"Would you like to speak with someone from Student Financial Services?

For **Student Financial Services** questions:

<br/>Send an email to [**studentfinancialserv@stjohns.edu**](mailto:studentfinancialserv@stjohns.edu).

<br/>You can call us at [(718) 990-2000](tel:7189902000)  (Mon.-Thurs. 8:30am-4:30pm, Fri. 8:30am-3pm.)

Yes

No",high
479,mfa fine arts,,low
480,internet is not working,"Point to: ""solutions wifi""",high
481,can you send me the link again,You can send documents and forms using the [Student Financial Services Secure Upload](http://www.stjohns.edu/SFSdocumentupload).,high
482,what is the wifi password,"Point to: ""solutions wifi""",high
483,if i drop a class how will it affect my financial aid,"Dropping a class could affect your institutional aid eligibility based on the type and amount of funding received and the resulting tuition liability. It could also impact your Satisfactory Academic Progress (SAP) standing, which may affect future aid eligibility. Additionally, if you withdraw from school, your loans may go into repayment, and failing to make timely payments could result in the loss of future federal aid eligibility. It is important to review this information with the office of Financial Services.",high
484,i have a question about work study,"To apply for a college work study position, follow the steps on [Student Employment](https://www.stjohns.edu/recruitment/student-employment).",high
485,my username and password are not working,"Point to: ""i forgot my password""",high
486,i need help accessing my email,"Point to: ""how do i get email for the first time""",high
487,on computer,"If you are having issues with accessing student advisement reports or using the What-if Analysis, you can find solutions by clicking [here](https://ithelp.stjohns.edu/support/solutions/articles/16000031048) for advisement reports and [here](https://ithelp.stjohns.edu/support/solutions/articles/16000032114) for What-if Analysis. If these do not solve your issue, you can [raise a problem](https://ithelp.stjohns.edu/support/tickets/new).",high
488,my account is disabled,"You can reset your account on your own if you had previously registered a recovery method. For more information, see this [page](https://ithelp.stjohns.edu/support/solutions/articles/16000043317-how-do-i-unlock-my-account-for-signon-stjohns-edu-).",high
489,i cannot log in to my student portal,"If you are having trouble logging into the student portal, please view this [page](https://ithelp.stjohns.edu/support/solutions/articles/16000010232-how-do-i-log-in-to-the-sign-on-okta-portal-at-signon-stjohns-edu-). If the issue persists, contact the Office of Information Technology at (718) 990-5000, available Monday to Friday from 7:30 am to 7:30 pm.",high
490,it help desk,"You can contact the IT Help Desk by calling 718-990-5000. They are available Monday to Friday, from 7:30 am to 7:30 pm EST. Additional assistance can also be requested through their Self-Service Portal by clicking on ""Report an Incident"" at [https://ITHelp.stjohns.edu](https://ithelp.stjohns.edu/).",high
491,how do i set up email on my phone,"Point to: ""solutions signon first time""",high
492,i want to take admission in your university,"Point to: ""solutions application""",high
493,what is the application deadline for spring 2021,"Point to: ""when is admission deadline""",high
494,how to i apply as a nondegree seeking student,,low
495,is the campus open for visits,,none
496,is it too late to apply for fall admission,,low
497,rolling admissions,"Yes, St. John’s University operates on a rolling admission basis for fall admission. Applications received after February 1 will be reviewed on a rolling admission basis, and first-time freshman applications will be accepted on a Rolling Decision basis after February 1. Select academic programs may close upon reaching capacity.",high
498,i got accepted what are my next steps,"After being accepted to St. John's University, the next steps include reviewing your program's specific checklist and completing all forms and additional items required for your study abroad program through the OIE portal. If you are an accepted student for a study abroad program, ensure you maintain good academic and student conduct standing, as the university reserves the right to rescind admission based on incomplete pre-departure requirements, changes in conduct standing, or failure to maintain proper academic status. If you have any questions or concerns, you can contact the Office of International Education at [studyabroad@stjohns.edu](mailto:studyabroad@stjohns.edu?subject=Study%20Abroad%20Question&body=Students%3A%20Please%20include%20your%20name%2C%20X%20number%2C%20St.%20John%27s%20email%20and%20cell%20phone%20number.).",high
499,do i need a transcript,"Yes, you need to submit an official transcript. Official transcripts need to be submitted to the processing center as part of the application process for grad school.",high
500,can i apply for spring semester,"Point to: ""solutions deadlines""",high
